ID,Folio,Tipo Documento,Cancelada,DocStatus,Tipo Documento,Corfirmada,TransaccionID,Fecha Creacion,Fecha Detalle,productoID,Producto,Cantidad,Precio,Moneda,Monto,VendedorID,Vendedor,CategoriaID,Categoria,ProveedorID,Proveedor,clienteID,Cliente,Direccion Cliente
109,109,13,Not Cancelled,Closed,Factura,Y,1176,00:00.0,00:00.0,LM4029,LM4029 Lexmark 4029 Printer,10,46054.25,MXP,460542.5,-1,Jim Boswick,100,Artículos,5,LeMon,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
110,110,13,Not Cancelled,Closed,Factura,Y,1177,00:00.0,00:00.0,A00004,HP Color Laser Jet 5,5,153514.24,MXP,767571.2,-1,Jim Boswick,102,Impresoras Rainbow,2,Rainbow,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
110,110,13,Not Cancelled,Closed,Factura,Y,1177,00:00.0,00:00.0,A00005,HP Color Laser Jet 4,5,122811.49,MXP,614057.45,-1,Jim Boswick,102,Impresoras Rainbow,2,Rainbow,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
110,110,13,Not Cancelled,Closed,Factura,Y,1177,00:00.0,00:00.0,C00001,Motherboard P4 Turbo,5,122811.49,MXP,614057.45,-1,Jim Boswick,100,Artículos,8,A+ Electronics,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
111,111,13,Not Cancelled,Closed,Factura,Y,1178,00:00.0,00:00.0,C00002,Motherboard P4 Turbo - Asus Chipset,10,92108.5,MXP,921085,-1,Brad Thompson,100,Artículos,8,A+ Electronics,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
111,111,13,Not Cancelled,Closed,Factura,Y,1178,00:00.0,00:00.0,C00003,Intel P4 2.4 GhZ,5,39913.73,MXP,199568.65,-1,Brad Thompson,100,Artículos,4,PCM,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
111,111,13,Not Cancelled,Closed,Factura,Y,1178,00:00.0,00:00.0,C00004,Tower Case with Power supply,5,10745.9,MXP,53729.5,-1,Brad Thompson,100,Artículos,1,I-Tech,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
112,112,13,Not Cancelled,Closed,Factura,Y,1179,00:00.0,00:00.0,C00005,WLAN Card,5,16118.98,MXP,80594.9,-1,Gerente de Ventas,100,Artículos,1,I-Tech,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
112,112,13,Not Cancelled,Closed,Factura,Y,1179,00:00.0,00:00.0,C00006,Network Card10/100,10,4029.8,MXP,40298,-1,Gerente de Ventas,100,Artículos,1,I-Tech,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
112,112,13,Not Cancelled,Closed,Factura,Y,1179,00:00.0,00:00.0,C00007,Hard Disk Seagate 400 GB,5,134324.96,MXP,671624.8,-1,Gerente de Ventas,100,Artículos,1,I-Tech,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
113,113,13,Not Cancelled,Closed,Factura,Y,1180,00:00.0,00:00.0,C00008,Monitor 19' TFT,5,53730.03,MXP,268650.15,-1,Brad Thompson,100,Artículos,8,A+ Electronics,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
113,113,13,Not Cancelled,Closed,Factura,Y,1180,00:00.0,00:00.0,C00009,Keyboard Comfort USB,5,5373.06,MXP,26865.3,-1,Brad Thompson,100,Artículos,8,A+ Electronics,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
113,113,13,Not Cancelled,Closed,Factura,Y,1180,00:00.0,00:00.0,C00010,Mouse USB,10,5373.06,MXP,53730.6,-1,Brad Thompson,100,Artículos,4,PCM,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
114,114,13,Not Cancelled,Closed,Factura,Y,1181,00:00.0,00:00.0,C00011,Memory DDR RAM 512 MB,5,15351.32,MXP,76756.6,-1,Bill Levine,100,Artículos,8,A+ Electronics,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
114,114,13,Not Cancelled,Closed,Factura,Y,1181,00:00.0,00:00.0,I00001,DVD+R Disc 10-Pack,10,1151.42,MXP,11514.2,-1,Bill Levine,100,Artículos,4,PCM,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
114,114,13,Not Cancelled,Closed,Factura,Y,1181,00:00.0,00:00.0,I00002,DVD+R Disc 50-Pack,10,4605.42,MXP,46054.2,-1,Bill Levine,100,Artículos,4,PCM,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
115,115,13,Not Cancelled,Closed,Factura,Y,1182,00:00.0,00:00.0,I00003,USB Flashdrive 4GB,5,6140.64,MXP,30703.2,-1,Sofia Klogg,100,Artículos,4,PCM,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
115,115,13,Not Cancelled,Closed,Factura,Y,1182,00:00.0,00:00.0,I00004,USB Flashdrive 8GB,5,9210.96,MXP,46054.8,-1,Sofia Klogg,100,Artículos,4,PCM,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
115,115,13,Not Cancelled,Closed,Factura,Y,1182,00:00.0,00:00.0,I00005,IBM Thankpad Laptop Batteries A20 series,5,27632.66,MXP,138163.3,-1,Sofia Klogg,100,Artículos,3,J.B.,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
116,116,13,Not Cancelled,Closed,Factura,Y,1183,00:00.0,NULL,I00006,IBM Thankpad Laptop Batteries A21 series,5,15351.46,MXP,76757.3,-1,Jim Boswick,100,Artículos,3,J.B.,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
116,116,13,Not Cancelled,Closed,Factura,Y,1183,00:00.0,NULL,I00007,HP Printer 95 Inkjet Cartridge,5,5372.95,MXP,26864.75,-1,Jim Boswick,100,Artículos,2,Rainbow,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
116,116,13,Not Cancelled,Closed,Factura,Y,1183,00:00.0,NULL,I00008,HP Vivera Ink 6-Pack and Photo Paper Kit,5,7483.85,MXP,37419.25,-1,Jim Boswick,100,Artículos,2,Rainbow,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
117,117,13,Not Cancelled,Closed,Factura,Y,1184,00:00.0,00:00.0,I00009,Canon PowerShot A1000IS,5,57567.96,MXP,287839.8,-1,Bill Levine,100,Artículos,4,PCM,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
117,117,13,Not Cancelled,Closed,Factura,Y,1184,00:00.0,00:00.0,I00010,Canon EOS 30D,5,230271.52,MXP,1151357.6,-1,Bill Levine,100,Artículos,4,PCM,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
117,117,13,Not Cancelled,Closed,Factura,Y,1184,00:00.0,00:00.0,I00011,Belkin 4-Port USB 2.0 Travel Hub,5,4605.42,MXP,23027.1,-1,Bill Levine,100,Artículos,4,PCM,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
118,118,13,Not Cancelled,Closed,Factura,Y,1185,00:00.0,00:00.0,I00012,Belkin PC-to-Mac Transfer Kit,10,13816.22,MXP,138162.2,-1,Jim Boswick,100,Artículos,4,PCM,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
118,118,13,Not Cancelled,Closed,Factura,Y,1185,00:00.0,00:00.0,LM4029,LM4029 Lexmark 4029 Printer,10,73686.8,MXP,736868,-1,Jim Boswick,100,Artículos,5,LeMon,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
118,118,13,Not Cancelled,Closed,Factura,Y,1185,00:00.0,00:00.0,A00001,IBM Infoprint 1312,5,122811.49,MXP,614057.45,-1,Jim Boswick,101,Impresoras J.B.,3,J.B.,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
119,119,13,Not Cancelled,Closed,Factura,Y,1186,00:00.0,00:00.0,A00005,HP Color Laser Jet 4,5,107460.05,MXP,537300.25,-1,Gerente de Ventas,102,Impresoras Rainbow,2,Rainbow,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
119,119,13,Not Cancelled,Closed,Factura,Y,1186,00:00.0,00:00.0,C00001,Motherboard P4 Turbo,5,107460.05,MXP,537300.25,-1,Gerente de Ventas,100,Artículos,8,A+ Electronics,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
119,119,13,Not Cancelled,Closed,Factura,Y,1186,00:00.0,00:00.0,C00002,Motherboard P4 Turbo - Asus Chipset,10,80594.93,MXP,805949.3,-1,Gerente de Ventas,100,Artículos,8,A+ Electronics,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
120,120,13,Not Cancelled,Closed,Factura,Y,1187,00:00.0,00:00.0,C00003,Intel P4 2.4 GhZ,5,34924.51,MXP,174622.55,-1,Brad Thompson,100,Artículos,4,PCM,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
120,120,13,Not Cancelled,Closed,Factura,Y,1187,00:00.0,00:00.0,C00004,Tower Case with Power supply,5,9402.67,MXP,47013.35,-1,Brad Thompson,100,Artículos,1,I-Tech,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
120,120,13,Not Cancelled,Closed,Factura,Y,1187,00:00.0,00:00.0,C00005,WLAN Card,5,16118.98,MXP,80594.9,-1,Brad Thompson,100,Artículos,1,I-Tech,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
121,121,13,Not Cancelled,Closed,Factura,Y,1188,00:00.0,NULL,C00006,Network Card10/100,10,5756.86,MXP,57568.6,-1,Bill Levine,100,Artículos,1,I-Tech,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
121,121,13,Not Cancelled,Closed,Factura,Y,1188,00:00.0,NULL,C00007,Hard Disk Seagate 400 GB,5,191892.8,MXP,959464,-1,Bill Levine,100,Artículos,1,I-Tech,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
121,121,13,Not Cancelled,Closed,Factura,Y,1188,00:00.0,NULL,C00008,Monitor 19' TFT,5,76757.18,MXP,383785.9,-1,Bill Levine,100,Artículos,8,A+ Electronics,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
122,122,13,Not Cancelled,Closed,Factura,Y,1189,00:00.0,00:00.0,C00009,Keyboard Comfort USB,5,6140.64,MXP,30703.2,-1,Sofia Klogg,100,Artículos,8,A+ Electronics,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
122,122,13,Not Cancelled,Closed,Factura,Y,1189,00:00.0,00:00.0,C00010,Mouse USB,10,6140.64,MXP,61406.4,-1,Sofia Klogg,100,Artículos,4,PCM,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
122,122,13,Not Cancelled,Closed,Factura,Y,1189,00:00.0,00:00.0,C00011,Memory DDR RAM 512 MB,5,12281.06,MXP,61405.3,-1,Sofia Klogg,100,Artículos,8,A+ Electronics,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
123,123,13,Not Cancelled,Closed,Factura,Y,1190,00:00.0,00:00.0,I00001,DVD+R Disc 10-Pack,10,575.71,MXP,5757.1,-1,Jim Boswick,100,Artículos,4,PCM,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
123,123,13,Not Cancelled,Closed,Factura,Y,1190,00:00.0,00:00.0,I00002,DVD+R Disc 50-Pack,10,2302.71,MXP,23027.1,-1,Jim Boswick,100,Artículos,4,PCM,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
123,123,13,Not Cancelled,Closed,Factura,Y,1190,00:00.0,00:00.0,I00003,USB Flashdrive 4GB,5,3837.9,MXP,19189.5,-1,Jim Boswick,100,Artículos,4,PCM,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
124,124,13,Not Cancelled,Closed,Factura,Y,1191,00:00.0,00:00.0,I00004,USB Flashdrive 8GB,5,11513.7,MXP,57568.5,-1,Bill Levine,100,Artículos,4,PCM,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
124,124,13,Not Cancelled,Closed,Factura,Y,1191,00:00.0,00:00.0,I00005,IBM Thankpad Laptop Batteries A20 series,5,34540.82,MXP,172704.1,-1,Bill Levine,100,Artículos,3,J.B.,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
124,124,13,Not Cancelled,Closed,Factura,Y,1191,00:00.0,00:00.0,I00006,IBM Thankpad Laptop Batteries A21 series,5,30702.92,MXP,153514.6,-1,Bill Levine,100,Artículos,3,J.B.,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
125,125,13,Not Cancelled,Closed,Factura,Y,1192,00:00.0,00:00.0,I00007,HP Printer 95 Inkjet Cartridge,5,8596.72,MXP,42983.6,-1,Jim Boswick,100,Artículos,2,Rainbow,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
125,125,13,Not Cancelled,Closed,Factura,Y,1192,00:00.0,00:00.0,I00008,HP Vivera Ink 6-Pack and Photo Paper Kit,5,11974.16,MXP,59870.8,-1,Jim Boswick,100,Artículos,2,Rainbow,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
125,125,13,Not Cancelled,Closed,Factura,Y,1192,00:00.0,00:00.0,I00009,Canon PowerShot A1000IS,5,46054.37,MXP,230271.85,-1,Jim Boswick,100,Artículos,4,PCM,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
126,126,13,Not Cancelled,Closed,Factura,Y,1193,00:00.0,00:00.0,I00010,Canon EOS 30D,5,184217.22,MXP,921086.1,-1,Brad Thompson,100,Artículos,4,PCM,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
126,126,13,Not Cancelled,Closed,Factura,Y,1193,00:00.0,00:00.0,I00011,Belkin 4-Port USB 2.0 Travel Hub,5,3684.34,MXP,18421.7,-1,Brad Thompson,100,Artículos,4,PCM,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
126,126,13,Not Cancelled,Closed,Factura,Y,1193,00:00.0,00:00.0,I00012,Belkin PC-to-Mac Transfer Kit,10,13816.22,MXP,138162.2,-1,Brad Thompson,100,Artículos,4,PCM,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
127,127,13,Not Cancelled,Closed,Factura,Y,1194,00:00.0,00:00.0,LM4029,LM4029 Lexmark 4029 Printer,10,64475.95,MXP,644759.5,-1,Gerente de Ventas,100,Artículos,5,LeMon,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
127,127,13,Not Cancelled,Closed,Factura,Y,1194,00:00.0,00:00.0,A00001,IBM Infoprint 1312,5,107460.05,MXP,537300.25,-1,Gerente de Ventas,101,Impresoras J.B.,3,J.B.,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
127,127,13,Not Cancelled,Closed,Factura,Y,1194,00:00.0,00:00.0,A00002,IBM Infoprint 1222,5,53730.03,MXP,268650.15,-1,Gerente de Ventas,101,Impresoras J.B.,3,J.B.,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
128,128,13,Not Cancelled,Closed,Factura,Y,1195,00:00.0,00:00.0,C00001,Motherboard P4 Turbo,5,153514.36,MXP,767571.8,-1,Bill Levine,100,Artículos,8,A+ Electronics,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
128,128,13,Not Cancelled,Closed,Factura,Y,1195,00:00.0,00:00.0,C00002,Motherboard P4 Turbo - Asus Chipset,10,115135.62,MXP,1151356.2,-1,Bill Levine,100,Artículos,8,A+ Electronics,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
128,128,13,Not Cancelled,Closed,Factura,Y,1195,00:00.0,00:00.0,C00003,Intel P4 2.4 GhZ,5,49892.16,MXP,249460.8,-1,Bill Levine,100,Artículos,4,PCM,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
129,129,13,Not Cancelled,Closed,Factura,Y,1196,00:00.0,00:00.0,C00004,Tower Case with Power supply,5,10745.9,MXP,53729.5,-1,Sofia Klogg,100,Artículos,1,I-Tech,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
129,129,13,Not Cancelled,Closed,Factura,Y,1196,00:00.0,00:00.0,C00005,WLAN Card,5,18421.7,MXP,92108.5,-1,Sofia Klogg,100,Artículos,1,I-Tech,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
129,129,13,Not Cancelled,Closed,Factura,Y,1196,00:00.0,00:00.0,C00006,Network Card10/100,10,4605.49,MXP,46054.9,-1,Sofia Klogg,100,Artículos,1,I-Tech,C40000,Earthshaker Corporation,"208 Hollywood Ave     Mexico D.F.,95030, DF MX"
130,130,13,Not Cancelled,Open,Factura,Y,1197,00:00.0,00:00.0,C00007,Hard Disk Seagate 400 GB,5,95946.4,MXP,479732,-1,Jim Boswick,100,Artículos,1,I-Tech,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
130,130,13,Not Cancelled,Open,Factura,Y,1197,00:00.0,00:00.0,C00008,Monitor 19' TFT,5,38378.59,MXP,191892.95,-1,Jim Boswick,100,Artículos,8,A+ Electronics,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
130,130,13,Not Cancelled,Open,Factura,Y,1197,00:00.0,00:00.0,C00009,Keyboard Comfort USB,5,3837.9,MXP,19189.5,-1,Jim Boswick,100,Artículos,8,A+ Electronics,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
131,131,13,Not Cancelled,Closed,Factura,Y,1198,00:00.0,NULL,C00010,Mouse USB,10,7675.8,MXP,76758,-1,Bill Levine,100,Artículos,4,PCM,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
131,131,13,Not Cancelled,Closed,Factura,Y,1198,00:00.0,NULL,C00011,Memory DDR RAM 512 MB,5,15351.32,MXP,76756.6,-1,Bill Levine,100,Artículos,8,A+ Electronics,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
131,131,13,Not Cancelled,Closed,Factura,Y,1198,00:00.0,NULL,I00001,DVD+R Disc 10-Pack,10,1151.42,MXP,11514.2,-1,Bill Levine,100,Artículos,4,PCM,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
132,132,13,Not Cancelled,Closed,Factura,Y,1199,00:00.0,00:00.0,I00002,DVD+R Disc 50-Pack,10,3684.34,MXP,36843.4,-1,Jim Boswick,100,Artículos,4,PCM,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
132,132,13,Not Cancelled,Closed,Factura,Y,1199,00:00.0,00:00.0,I00003,USB Flashdrive 4GB,5,6140.64,MXP,30703.2,-1,Jim Boswick,100,Artículos,4,PCM,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
132,132,13,Not Cancelled,Closed,Factura,Y,1199,00:00.0,00:00.0,I00004,USB Flashdrive 8GB,5,9210.96,MXP,46054.8,-1,Jim Boswick,100,Artículos,4,PCM,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
133,133,13,Not Cancelled,Closed,Factura,Y,1200,00:00.0,00:00.0,I00005,IBM Thankpad Laptop Batteries A20 series,5,27632.66,MXP,138163.3,-1,Brad Thompson,100,Artículos,3,J.B.,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
133,133,13,Not Cancelled,Closed,Factura,Y,1200,00:00.0,00:00.0,I00006,IBM Thankpad Laptop Batteries A21 series,5,24562.34,MXP,122811.7,-1,Brad Thompson,100,Artículos,3,J.B.,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
133,133,13,Not Cancelled,Closed,Factura,Y,1200,00:00.0,00:00.0,I00007,HP Printer 95 Inkjet Cartridge,5,8596.72,MXP,42983.6,-1,Brad Thompson,100,Artículos,2,Rainbow,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
134,134,13,Not Cancelled,Closed,Factura,Y,1201,00:00.0,00:00.0,I00008,HP Vivera Ink 6-Pack and Photo Paper Kit,5,10477.39,MXP,52386.95,-1,Gerente de Ventas,100,Artículos,2,Rainbow,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
134,134,13,Not Cancelled,Closed,Factura,Y,1201,00:00.0,00:00.0,I00009,Canon PowerShot A1000IS,5,40297.57,MXP,201487.85,-1,Gerente de Ventas,100,Artículos,4,PCM,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
134,134,13,Not Cancelled,Closed,Factura,Y,1201,00:00.0,00:00.0,I00010,Canon EOS 30D,5,161190.06,MXP,805950.3,-1,Gerente de Ventas,100,Artículos,4,PCM,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
135,135,13,Not Cancelled,Closed,Factura,Y,1202,00:00.0,00:00.0,I00011,Belkin 4-Port USB 2.0 Travel Hub,5,3223.79,MXP,16118.95,-1,Brad Thompson,100,Artículos,4,PCM,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
135,135,13,Not Cancelled,Closed,Factura,Y,1202,00:00.0,00:00.0,I00012,Belkin PC-to-Mac Transfer Kit,10,12089.2,MXP,120892,-1,Brad Thompson,100,Artículos,4,PCM,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
135,135,13,Not Cancelled,Closed,Factura,Y,1202,00:00.0,00:00.0,LM4029,LM4029 Lexmark 4029 Printer,10,64475.95,MXP,644759.5,-1,Brad Thompson,100,Artículos,5,LeMon,C23900,Parameter Technology,"908 Darby Road     Mexico D.F.,19083, DF MX"
136,136,13,Not Cancelled,Closed,Factura,Y,1203,00:00.0,00:00.0,A00001,IBM Infoprint 1312,5,153514.36,MXP,767571.8,-1,Bill Levine,101,Impresoras J.B.,3,J.B.,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
136,136,13,Not Cancelled,Closed,Factura,Y,1203,00:00.0,00:00.0,A00002,IBM Infoprint 1222,5,76757.18,MXP,383785.9,-1,Bill Levine,101,Impresoras J.B.,3,J.B.,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
136,136,13,Not Cancelled,Closed,Factura,Y,1203,00:00.0,00:00.0,A00003,IBM Infoprint 1226,8,115135.62,MXP,921084.96,-1,Bill Levine,101,Impresoras J.B.,3,J.B.,C30000,Microchips,"45th Street   Suite 100  Mexico D.F.,10010, DF MX"
137,137,13,Not Cancelled,Closed,Factura,Y,1204,00:00.0,00:00.0,C00002,Motherboard P4 Turbo - Asus Chipset,10,57567.81,MXP,575678.1,-1,Jim Boswick,100,Artículos,8,A+ Electronics,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
137,137,13,Not Cancelled,Closed,Factura,Y,1204,00:00.0,00:00.0,C00003,Intel P4 2.4 GhZ,5,24946.08,MXP,124730.4,-1,Jim Boswick,100,Artículos,4,PCM,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
137,137,13,Not Cancelled,Closed,Factura,Y,1204,00:00.0,00:00.0,C00004,Tower Case with Power supply,5,6716.19,MXP,33580.95,-1,Jim Boswick,100,Artículos,1,I-Tech,C42000,Mashina Corporation,"400 Range Road     Mexico D.F.,44113, DF MX"
138,138,13,Not Cancelled,Closed,Factura,Y,1205,00:00.0,NULL,C00005,WLAN Card,5,23027.12,MXP,115135.6,-1,Bill Levine,100,Artículos,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
138,138,13,Not Cancelled,Closed,Factura,Y,1205,00:00.0,NULL,C00006,Network Card10/100,10,5756.86,MXP,57568.6,-1,Bill Levine,100,Artículos,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
138,138,13,Not Cancelled,Closed,Factura,Y,1205,00:00.0,NULL,C00007,Hard Disk Seagate 400 GB,5,191892.8,MXP,959464,-1,Bill Levine,100,Artículos,1,I-Tech,C50000,ADA Technologies,"34 Highway 6   Suite 300  Mexico D.F.,3102, DF MX"
139,139,13,Not Cancelled,Closed,Factura,Y,1206,00:00.0,00:00.0,C00008,Monitor 19' TFT,5,61405.74,MXP,307028.7,-1,Jim Boswick,100,Artículos,8,A+ Electronics,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
139,139,13,Not Cancelled,Closed,Factura,Y,1206,00:00.0,00:00.0,C00009,Keyboard Comfort USB,5,6140.64,MXP,30703.2,-1,Jim Boswick,100,Artículos,8,A+ Electronics,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
139,139,13,Not Cancelled,Closed,Factura,Y,1206,00:00.0,00:00.0,C00010,Mouse USB,10,6140.64,MXP,61406.4,-1,Jim Boswick,100,Artículos,4,PCM,C60000,SG Electronics,67 Grant Ave Toronto  M4B 1B3 CANADA
140,140,13,Not Cancelled,Closed,Factura,Y,1207,00:00.0,00:00.0,C00011,Memory DDR RAM 512 MB,5,12281.06,MXP,61405.3,-1,Brad Thompson,100,Artículos,8,A+ Electronics,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
140,140,13,Not Cancelled,Closed,Factura,Y,1207,00:00.0,00:00.0,I00001,DVD+R Disc 10-Pack,10,921.14,MXP,9211.4,-1,Brad Thompson,100,Artículos,4,PCM,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
140,140,13,Not Cancelled,Closed,Factura,Y,1207,00:00.0,00:00.0,I00002,DVD+R Disc 50-Pack,10,3684.34,MXP,36843.4,-1,Brad Thompson,100,Artículos,4,PCM,C70000,Aquent Systems,123 Kathryn Ave Montreal  H7B 2A5 CANADA
141,141,13,Not Cancelled,Closed,Factura,Y,1208,00:00.0,00:00.0,I00003,USB Flashdrive 4GB,5,5373.06,MXP,26865.3,-1,Gerente de Ventas,100,Artículos,4,PCM,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
141,141,13,Not Cancelled,Closed,Factura,Y,1208,00:00.0,00:00.0,I00004,USB Flashdrive 8GB,5,8059.59,MXP,40297.95,-1,Gerente de Ventas,100,Artículos,4,PCM,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
141,141,13,Not Cancelled,Closed,Factura,Y,1208,00:00.0,00:00.0,I00005,IBM Thankpad Laptop Batteries A20 series,5,24178.57,MXP,120892.85,-1,Gerente de Ventas,100,Artículos,3,J.B.,C20000,Norm Thompson,"300 Billings Drive   Suite 500  Mexico D.F.,19083, DF MX"
