_EventID_,_Latitude_,_Longitude_,_DepthMeters_,_Contributor_,_MagType_,_Magnitude_,_EventLocationName_,_Time_,ts,potential_blast,bix_potential_blasts
usp000gyu4,39.644,-75.483,5000,NEIC,md,2.8,New Jersey,01/07/2009 13:44,01/07/2009 09:44,0,0
usp000gyxs,37.379,-80.746,11500,NEIC,mblg,2.8,West Virginia,04/07/2009 12:24,04/07/2009 08:24,0,0
usp000gz1d,45.296,-73.475,18000,NEIC,md,2.1,"southern Quebec, Canada",08/07/2009 10:22,08/07/2009 06:22,0,0
usp000h1sz,42.825,-78.239,5000,NEIC,md,2.4,New York,23/09/2009 03:46,22/09/2009 23:45,0,0
usp000hab0,38.619,-80.909,100,NEIC,mblg,3.4,West Virginia,04/04/2010 09:19,04/04/2010 05:19,0,0
usp000hgny,38.675,-80.82,2300,NEIC,md,2.4,West Virginia,24/07/2010 09:15,24/07/2010 05:15,0,0
usp000hj7k,38.818,-80.43,17000,NEIC,md,2.5,West Virginia,15/08/2010 04:38,15/08/2010 00:38,0,0
usp000hjhz,38.792,-80.398,10700,NEIC,md,2.5,West Virginia,21/08/2010 03:16,20/08/2010 23:16,0,0
usp000hng7,39.433,-81.362,5000,NEIC,mblg,2.8,Ohio,24/10/2010 08:12,24/10/2010 04:12,0,0
usp000hqs4,41.514,-80.333,5000,NEIC,mblg,2.7,Pennsylvania,10/12/2010 21:26,10/12/2010 16:26,0,0
usp000hrxd,40.859,-74.179,2000,NEIC,md,2.1,"Greater New York area, New Jersey",25/12/2010 18:32,25/12/2010 13:32,0,0
usp000hxng,41.11,-80.68,5000,NEIC,mblg,2.6,"Youngstown-Akron urban area, Ohio",17/03/2011 10:53,17/03/2011 06:53,0,0
usp000hz5p,44.964,-74.588,17000,NEIC,md,2.4,New York,02/04/2011 23:10,02/04/2011 19:10,0,0
usp000j15a,44.673,-73.841,10000,NEIC,ml,2.6,New York,07/05/2011 06:45,07/05/2011 02:45,0,0
usp000j1a5,40.011,-74.796,5000,NEIC,ml,1.9,"Greater Philadelphia area, New Jersey",10/05/2011 08:19,10/05/2011 04:19,0,0
usp000j7b5,39.51,-81.47,5000,NEIC,mblg,3.1,Ohio,31/08/2011 17:36,31/08/2011 13:36,0,0
usp000j7kq,39.422,-81.205,5000,NEIC,mblg,2.6,Ohio,04/09/2011 13:21,04/09/2011 09:21,0,0
usp000j8js,41.115,-80.682,5000,NEIC,mblg,2.5,"Youngstown-Akron urban area, Ohio",26/09/2011 01:06,25/09/2011 21:06,0,0
usp000jryp,41.035,-73.543,4300,NEIC,ml,2.1,New York,08/09/2012 00:58,07/09/2012 20:58,0,0
usp000jsc2,39.509,-77.19,6000,NEIC,ml,2.2,Potomac-Shenandoah region,15/09/2012 09:51,15/09/2012 05:51,0,0
usp000jthp,45.132,-74.147,18000,NEIC,mblg,3,"Ontario-Quebec border region, Canada",04/10/2012 18:27,04/10/2012 14:27,0,0
usp000jucw,45.219,-74.362,18000,NEIC,mblg,2.6,"Ontario-Quebec border region, Canada",24/10/2012 08:20,24/10/2012 04:20,0,0
usp000juf3,43.356,-78.634,5000,NEIC,ml,2.5,New York,26/10/2012 04:34,26/10/2012 00:34,0,0
usp000jv24,41.075,-74.222,5000,NEIC,ml,2,New Jersey,05/11/2012 06:19,05/11/2012 01:19,0,0
ld60024003,41.238,-77.0555,10800,NEIC,Ml,2.3,"1km SSW of Garden View, Pennsylvania",19/02/2013 09:53,19/02/2013 04:53,0,0
ld60024103,45.0995,-74.207,4900,NEIC,Ml,2,"3km WNW of Huntingdon, Canada",20/02/2013 09:39,20/02/2013 04:39,0,0
ld60038401,44.895,-74.5235,12500,NEIC,Ml,2,"18km WNW of Malone, New York",26/02/2013 10:31,26/02/2013 05:31,0,0
ld60024403,42.592,-74.1458,15400,NEIC,Ml,2.2,"15km SW of Altamont, New York",07/03/2013 23:12,07/03/2013 18:12,0,0
ld60024703,43.8283,-74.236,5000,NEIC,Ml,2.3,"42km NNE of Lake Pleasant, New York",14/03/2013 00:01,13/03/2013 20:01,0,0
ld60024803,43.834,-74.1003,12800,NEIC,Ml,1.6,"45km NW of Warrensburg, New York",17/03/2013 21:34,17/03/2013 17:34,0,0
us2013ngal,38.668,-82.215,15400,NEIC,md,2.5,"15km S of Gallipolis, Ohio",27/03/2013 09:10,27/03/2013 05:10,0,0
ld60025903,43.407,-78.3345,6800,NEIC,Ml,1.9,"21km NNE of Medina, New York",21/04/2013 01:01,20/04/2013 21:01,0,0
ld60026208,43.9087,-73.9885,7100,NEIC,Ml,1.5,"41km S of Lake Placid, New York",02/05/2013 09:53,02/05/2013 05:53,0,0
ld60026708,42.8187,-78.2457,9900,NEIC,Ml,1.4,"5km SSE of Attica, New York",16/05/2013 14:13,16/05/2013 10:13,0,0
ld60044081,39.8485,-77.5933,5000,NEIC,Ml,2.1,"2km SE of Guilford Siding, Pennsylvania",16/07/2013 03:58,15/07/2013 23:58,0,0
4310521,38.4176,-80.9942,1400,ANF,ML,2.5,WEST VIRGINIA,19/02/2013 17:24,19/02/2013 12:24,1,1
usp0000gyg,37.362,-81.624,5000,NEIC,mb,4.7,West Virginia,19/06/1976 05:54,19/06/1976 01:54,0,0
se072013a,38.8956,-80.887,21200,NEIC,MbLg,2.7,"14km SW of Glenville, West Virginia",20/07/2013 11:38,20/07/2013 07:38,0,0
ld60028803,44.9832,-74.6032,4100,NEIC,Ml,1.4,"10km ESE of Cornwall, Canada",20/07/2013 23:05,20/07/2013 19:05,0,0
se073013a,38.8393,-80.9087,12700,NEIC,Md,2.8,"12km SSW of Glenville, West Virginia",30/07/2013 06:09,30/07/2013 02:09,0,0
se081613a,38.8414,-80.9387,6100,NEIC,MbLg,2.6,"13km SW of Glenville, West Virginia",16/08/2013 11:02,16/08/2013 07:02,0,0
ld60047501,43.351,-73.7943,10200,NEIC,Ml,2.7,"5km NE of Hadley, New York",25/08/2013 13:33,25/08/2013 09:33,0,0
ld60047561,44.6673,-74.0823,13900,NEIC,Ml,2,"26km SE of Malone, New York",27/08/2013 04:40,27/08/2013 00:40,0,0
ld60030208,42.5963,-76.9065,5000,NEIC,Ml,2,"9km NE of Dundee, New York",10/09/2013 03:28,09/09/2013 23:28,0,0
usb000kbcn,38.506,-82.7978,5700,NEIC,md,2.2,"7km WSW of Flatwoods, Kentucky",11/10/2013 02:25,10/10/2013 22:25,0,0
se101913a,37.7476,-80.6433,8200,NEIC,Md,2.2,"2km N of Alderson, West Virginia",19/10/2013 08:41,19/10/2013 04:41,0,0
ld60031608,44.9553,-74.806,5000,NEIC,ml,1.8,"7km ENE of Massena, New York",10/11/2013 02:32,09/11/2013 21:32,0,0
ld60054666,39.9273,-76.324,5000,NEIC,ml,1.8,"2km SE of Conestoga, Pennsylvania",09/01/2014 02:02,08/01/2014 21:02,0,0
ld60033303,44.5608,-75.1253,7500,NEIC,ml,1.8,"5km SE of Canton, New York",06/02/2014 03:19,05/02/2014 22:19,0,0
ld60063426,45.0958333,-73.646,12000,NEIC,ml,2.75,"18km NW of Champlain, New York",07/02/2014 15:45,07/02/2014 10:45,0,0
ld60065706,44.7683333,-73.8276667,5000,NEIC,ml,1.75,"9km WNW of Dannemora, New York",24/03/2014 01:26,23/03/2014 21:26,0,0
ld60065831,44.5101667,-75.9473333,4170,NEIC,ml,2.06,"19km N of Alexandria Bay, New York",01/04/2014 21:26,01/04/2014 17:26,0,0
ld60034903,44.9763333,-74.8253333,9410,NEIC,ml,1.32,"7km NE of Massena, New York",13/04/2014 10:27,13/04/2014 06:27,0,0
ld60035403,41.319,-73.6928333,3000,NEIC,ml,1.73,"2km S of Heritage Hills, New York",12/05/2014 03:44,11/05/2014 23:44,0,0
ld60069171,40.9516667,-74.397,8000,NEIC,ml,1.86,"5km N of Boonton, New Jersey",31/05/2014 09:28,31/05/2014 05:28,0,0
usc000rccm,38.6438,-81.5855,29600,NEIC,md,2.6,"13km NNE of Sissonville, West Virginia",06/06/2014 22:15,06/06/2014 18:15,0,0
ld60072806,41.3643333,-73.9343333,5000,NEIC,ml,2.53,"2km ESE of Highland Falls, New York",05/07/2014 14:46,05/07/2014 10:46,0,0
ld60072861,40.7226667,-74.1138333,11120,NEIC,ml,1.62,"3km WSW of Jersey City, New Jersey",08/07/2014 09:08,08/07/2014 05:08,0,0
ld60074281,43.579,-78.6248333,4540,NEIC,ml,1.49,"27km NNE of Olcott, New York",19/07/2014 19:50,19/07/2014 15:50,0,0
ld60074876,43.4063333,-73.9891667,7000,NEIC,ml,1.56,"15km NW of Hadley, New York",24/07/2014 15:25,24/07/2014 11:25,0,0
ld60078011,42.9395,-74.4311667,5000,NEIC,ml,1.79,"4km WSW of Fonda, New York",23/08/2014 04:55,23/08/2014 00:55,0,0
ld60078511,41.196,-80.7765,2560,NEIC,ml,2.14,"1km WSW of Bolindale, Ohio",31/08/2014 21:34,31/08/2014 17:34,0,0
ld60078891,41.018,-74.0321667,13870,NEIC,ml,1.27,"1km NNE of Hillsdale, New Jersey",03/09/2014 10:47,03/09/2014 06:47,0,0
ld60038803,43.2981667,-78.3395,4430,NEIC,ml,1.7,"9km NNE of Medina, New York",08/11/2014 00:11,07/11/2014 19:11,0,0
ld60084066,43.6283333,-73.9718333,6430,NEIC,ml,1.62,"21km NW of Warrensburg, New York",13/11/2014 03:30,12/11/2014 22:30,0,0
ld60084601,43.1398333,-78.777,8960,NEIC,ml,1.51,"6km W of South Lockport, New York",29/11/2014 23:27,29/11/2014 18:27,0,0
ld60039103,43.5065,-79.1693333,5000,NEIC,ml,2.26,"29km SE of Toronto, Canada",30/11/2014 09:32,30/11/2014 04:32,0,0
ld60042808,45.0808333,-74.2346667,16070,NEIC,ml,2.14,"3km SSW of Huntingdon, Canada",23/05/2015 20:22,23/05/2015 16:22,0,0
4369548,37.8076,-82.1206,1000,ANF,ML,2.3,WEST VIRGINIA,25/05/2013 19:40,25/05/2013 15:40,1,1
4815596,44.7705,-74.9714,13200,ANF,ML,1.8,NEW YORK,09/06/2014 16:58,09/06/2014 12:58,0,1
4372707,43.0108,-76.4098,800,ANF,ML,2.2,NEW YORK,29/07/2013 19:33,29/07/2013 15:33,1,1
4374136,37.8606,-81.6165,500,ANF,ML,2.9,WEST VIRGINIA,10/09/2013 22:30,10/09/2013 18:30,1,1
4225371,38.0555,-81.6617,1300,ANF,ML,2.7,WEST VIRGINIA,07/03/2013 20:23,07/03/2013 15:23,1,1
4310595,37.9899,-81.3333,500,ANF,ML,2.8,WEST VIRGINIA,26/02/2013 21:31,26/02/2013 16:31,1,1
usp0000quc,44.387,-73.889,3000,NEIC,,3.1,New York,28/09/1977 17:21,28/09/1977 13:21,0,0
usp0000txk,43.855,-74.242,11000,NEIC,,2.6,New York,05/04/1978 14:45,05/04/1978 09:45,0,0
usp0000u9r,39.697,-78.237,15000,NEIC,,3.1,Potomac-Shenandoah region,26/04/1978 19:30,26/04/1978 14:30,0,0
usp000ea6t,41.159,-74.557,8000,NEIC,ml,0.9,New Jersey,17/02/2006 00:00,16/02/2006 19:00,0,0
usp000g042,42.698,-74.365,6000,NEIC,md,2.7,New York,27/02/2008 07:56,27/02/2008 02:56,0,0
usp000jgne,42.754,-77.855,2000,NEIC,ml,2.5,New York,23/03/2012 02:37,22/03/2012 22:37,0,0
ld60041203,39.999,-75.6573333,2000,NEIC,ml,2.73,"3km WSW of Exton, Pennsylvania",25/01/2015 23:25,25/01/2015 18:25,0,0
ld60096111,41.054,-74.2945,6230,NEIC,ml,1.24,"1km N of Wanaque, New Jersey",12/07/2015 04:05,12/07/2015 00:05,0,0
ld60084261,41.0011667,-73.6486667,2010,NEIC,ml,1.7,"0km SE of Byram, Connecticut",20/11/2014 07:18,20/11/2014 02:18,0,0
usp0007s23,40.268,-76.141,5000,NEIC,mblg,2.6,Pennsylvania,28/10/1996 06:59,28/10/1996 01:59,0,0
usp000fa43,40.231,-75.892,7000,NEIC,mblg,2.1,Pennsylvania,20/04/2007 01:42,19/04/2007 21:42,0,0
ld60093131,43.4086667,-79.1936667,3320,NEIC,ml,2.27,"19km NNW of Youngstown, New York",27/05/2015 03:56,26/05/2015 23:56,0,0
ld60043003,44.011,-75.1721667,14470,NEIC,ml,1.33,"35km E of Carthage, New York",01/06/2015 08:31,01/06/2015 04:31,0,0
ld60096256,45.1875,-73.9578333,17180,NEIC,ml,2.07,"6km NNE of Ormstown, Canada",13/07/2015 19:27,13/07/2015 15:27,0,0
ld60097401,44.5326667,-73.7243333,5270,NEIC,ml,1.34,"16km WSW of Peru, New York",27/07/2015 15:25,27/07/2015 11:25,0,0
ld60098866,39.892,-76.4083333,1300,NEIC,ml,1.54,"11km NNW of Susquehanna Trails, Pennsylvania",14/08/2015 02:16,13/08/2015 22:16,0,0
ld60100581,40.8935,-74.3375,7910,NEIC,ml,1.39,"2km WNW of Fairfield, New Jersey",22/08/2015 19:16,22/08/2015 15:16,0,0
4310999,37.1799,-81.8663,17100,ANF,ML,2.3,WEST VIRGINIA,19/04/2013 01:27,18/04/2013 21:27,1,0
usp0000bd0,44.896,-73.574,10000,NEIC,lg,4.2,New York,09/06/1975 18:39,09/06/1975 14:39,0,0
4766676,38.0969,-82.0546,200,ANF,ML,2.2,WEST VIRGINIA,05/03/2014 21:16,05/03/2014 16:16,0,1
4371887,37.3466,-81.4547,400,ANF,ML,2.6,WEST VIRGINIA,08/08/2013 13:13,08/08/2013 09:13,1,1
4223501,37.8172,-81.7819,12600,ANF,ML,2.5,WEST VIRGINIA,19/01/2013 21:04,19/01/2013 16:04,1,1
4766866,39.7113,-79.735,4200,ANF,ML,1.4,WEST VIRGINIA,19/03/2014 16:03,19/03/2014 12:03,0,1
4369356,43.0225,-76.4203,1200,ANF,ML,2.3,NEW YORK,17/05/2013 20:00,17/05/2013 16:00,1,1
4369414,37.6355,-82.6168,1200,ANF,ML,2.2,WEST VIRGINIA,20/05/2013 20:33,20/05/2013 16:33,1,1
4094794,37.3689,-81.6311,1400,ANF,ML,2.6,WEST VIRGINIA,14/06/2012 21:17,14/06/2012 17:17,1,1
4309659,37.7563,-82.1132,1300,ANF,ML,2.5,WEST VIRGINIA,30/11/2012 17:05,30/11/2012 12:05,1,1
usp0000c1u,41.43,-73.788,3000,NEIC,lg,2.3,New York,19/07/1975 20:59,19/07/1975 16:59,0,0
usp0000d97,41.593,-73.933,3000,NEIC,lg,2.2,New York,24/10/1975 07:43,24/10/1975 03:43,0,0
usp0001eh9,45.106,-74.606,16000,NEIC,mblg,3,"Ontario-Quebec border region, Canada",04/07/1981 23:19,04/07/1981 19:19,0,0
usp0001ehw,45.106,-74.607,16000,NEIC,mblg,3.3,"Ontario-Quebec border region, Canada",05/07/1981 21:47,05/07/1981 17:47,0,0
usp000310x,40.999,-73.831,4900,NEIC,md,1.9,New York,20/12/1986 13:15,20/12/1986 08:15,0,0
usp00036be,44.657,-75.558,5200,NEIC,mblg,2.9,New York,05/07/1987 02:37,04/07/1987 22:37,0,0
usp00036mg,41.896,-80.767,5000,NEIC,mb,3.5,Ohio,13/07/1987 05:49,13/07/1987 01:49,0,0
usp00036pe,41.9,-80.8,5000,NEIC,mblg,2.7,Ohio,16/07/1987 04:49,16/07/1987 00:49,0,0
usp0005shd,40.347,-76.018,5000,NEIC,mblg,2.8,Pennsylvania,10/05/1993 09:15,10/05/1993 05:15,0,0
usp0005sk2,40.35,-76.02,5000,NEIC,mblg,2,Pennsylvania,11/05/1993 02:36,10/05/1993 22:36,0,0
usp0005sk3,40.35,-76.02,5000,NEIC,mblg,2.3,Pennsylvania,11/05/1993 02:41,10/05/1993 22:41,0,0
usp00083k3,40.098,-76.967,5000,NEIC,md,2.2,Pennsylvania,16/06/1997 05:43,16/06/1997 01:43,0,0
usp00084ng,45.04,-74.83,18000,NEIC,mblg,2.9,"Ontario-Quebec border region, Canada",10/07/1997 13:57,10/07/1997 09:57,0,0
usp00085m9,43.624,-75.37,5000,NEIC,mblg,3.2,New York,31/07/1997 07:15,31/07/1997 03:15,0,0
usp00088x1,44.908,-74.547,14000,NEIC,md,2.9,New York,12/10/1997 08:28,12/10/1997 04:28,0,0
usp0008902,44.36,-74.968,4200,NEIC,md,3,New York,13/10/1997 23:06,13/10/1997 19:06,0,0
usp0008vh3,41.495,-80.388,5000,NEIC,mwc,4.5,Pennsylvania,25/09/1998 19:52,25/09/1998 15:52,0,0
usp000945g,44.76,-73.8,10200,NEIC,md,2.9,New York,09/03/1999 12:07,09/03/1999 07:07,0,0
usp0009rd3,43.96,-74.24,6000,NEIC,md,2.3,New York,16/04/2000 18:59,16/04/2000 14:59,0,0
usp0009rkd,43.949,-74.257,5000,NEIC,ml,3.8,New York,20/04/2000 08:46,20/04/2000 04:46,0,0
usp0009yy7,41.42,-73.63,6700,NEIC,md,2.6,New York,22/08/2000 05:45,22/08/2000 01:45,0,0
usp000ea6r,41.16,-74.535,8000,NEIC,ml,2.6,New Jersey,16/02/2006 23:43,16/02/2006 18:43,0,0
usp000eepu,40.228,-75.995,2000,NEIC,md,1,Pennsylvania,16/04/2006 17:29,16/04/2006 13:29,0,0
usp000euv8,43.886,-73.31,8000,NEIC,mblg,2.9,Vermont,10/10/2006 06:20,10/10/2006 02:20,0,0
usp000drys,44.945,-74.079,10000,NEIC,md,2.5,New York,31/05/2005 13:49,31/05/2005 09:49,0,0
usp000e38n,43.281,-77.316,2800,NEIC,ml,2.6,New York,31/10/2005 23:59,31/10/2005 18:59,0,0
usp000e5u6,40.97,-74.379,4700,NEIC,ml,2.1,"Greater New York area, New Jersey",09/12/2005 03:35,08/12/2005 22:35,0,0
usp000e7xf,45.029,-73.901,15000,NEIC,mwr,3.5,"southern Quebec, Canada",09/01/2006 15:35,09/01/2006 10:35,0,0
4225344,37.8138,-82.1101,1300,ANF,ML,2.3,WEST VIRGINIA,05/03/2013 22:28,05/03/2013 17:28,1,1
3372376,37.2581,-81.9888,7000,ANF,ML,4,WEST VIRGINIA,22/07/2011 23:02,22/07/2011 19:02,0,0
usp00036mh,41.9,-80.8,5000,NEIC,mblg,3,Ohio,13/07/1987 07:52,13/07/1987 03:52,0,0
usp00036mn,41.9,-80.8,5000,NEIC,mblg,2.9,Ohio,13/07/1987 13:05,13/07/1987 09:05,0,0
usp00036nf,41.9,-80.8,5000,NEIC,mblg,2.8,Ohio,14/07/1987 14:51,14/07/1987 10:51,0,0
4369310,37.5488,-82.0602,1100,ANF,ML,2.4,WEST VIRGINIA,15/05/2013 19:53,15/05/2013 15:53,1,1
usp000a1aw,39.949,-76.198,5000,NEIC,mblg,2,Pennsylvania,05/10/2000 23:33,05/10/2000 19:33,0,0
usp000a1br,45.13,-74.02,18000,NEIC,mblg,3.8,"Ontario-Quebec border region, Canada",06/10/2000 13:59,06/10/2000 09:59,0,0
usp000c97z,40.572,-75.116,3100,NEIC,mblg,2.4,New Jersey,01/10/2003 08:07,01/10/2003 04:07,0,0
usp000ajhr,40.96,-74.37,7000,NEIC,md,1.9,"Greater New York area, New Jersey",14/07/2001 20:08,14/07/2001 16:08,0,0
usp000arqa,40.793,-73.97,5000,NEIC,md,2.6,New York,27/10/2001 05:42,27/10/2001 01:42,0,0
usp000azmy,41.11,-73.66,6000,NEIC,md,1.1,New York,05/03/2002 01:33,04/03/2002 20:33,0,0
usp000b2u2,44.513,-73.699,11000,NEIC,mwc,5.2,New York,20/04/2002 10:50,20/04/2002 06:50,0,0
usp000b2u3,44.49,-73.69,5000,NEIC,ml,3.7,New York,20/04/2002 11:04,20/04/2002 07:04,0,0
usp000b2u4,44.501,-73.704,5000,NEIC,md,1.7,New York,20/04/2002 11:08,20/04/2002 07:08,0,0
4808482,37.8886,-81.6418,1800,ANF,ML,2.4,WEST VIRGINIA,13/05/2014 00:13,12/05/2014 20:13,1,0
usp000h74j,41.033,-74.303,7000,NEIC,md,2.2,"Greater New York area, New Jersey",10/02/2010 01:17,09/02/2010 20:17,0,0
usp000h37g,42.572,-74.104,7000,NEIC,ml,2.9,New York,21/10/2009 01:32,20/10/2009 21:32,0,0
usp000h3d2,40.089,-76.998,500,NEIC,md,2.6,Pennsylvania,25/10/2009 11:16,25/10/2009 07:16,0,0
usp000h3d3,40.092,-76.999,500,NEIC,md,2.8,Pennsylvania,25/10/2009 11:21,25/10/2009 07:21,0,0
4766967,40.4211,-78.5747,1100,ANF,ML,1.9,PENNSYLVANIA,25/03/2014 18:02,25/03/2014 14:02,1,1
usp000h50u,42.569,-74.108,10000,NEIC,md,2.6,New York,13/12/2009 21:10,13/12/2009 16:10,0,0
usp000h50y,42.573,-74.108,10000,NEIC,md,3.1,New York,13/12/2009 22:00,13/12/2009 17:00,0,0
usp000h574,40.58,-75.191,3000,NEIC,md,2.3,Pennsylvania,20/12/2009 05:36,20/12/2009 00:36,0,0
usp000h58m,43.425,-78.664,8000,NEIC,md,2.7,New York,21/12/2009 23:26,21/12/2009 18:26,0,0
usp000h6v3,45.188,-73.208,18000,NEIC,mblg,2.8,"southern Quebec, Canada",01/02/2010 17:18,01/02/2010 12:18,0,0
usp000h7b2,42.589,-74.157,20000,NEIC,md,2.2,New York,15/02/2010 08:46,15/02/2010 03:46,0,0
usp000h7dw,42.59,-74.154,19000,NEIC,md,2.7,New York,18/02/2010 07:32,18/02/2010 02:32,0,0
usp000h9x6,42.594,-74.186,14000,NEIC,ml,2.7,New York,24/03/2010 02:25,23/03/2010 22:25,0,0
4225430,38.2555,-81.5822,200,ANF,ML,2.5,WEST VIRGINIA,11/03/2013 21:01,11/03/2013 17:01,1,1
4815624,38.1111,-81.9889,5900,ANF,ML,2.5,WEST VIRGINIA,11/06/2014 20:39,11/06/2014 16:39,0,1
4369514,37.8549,-82.1183,100,ANF,ML,2.5,WEST VIRGINIA,24/05/2013 16:26,24/05/2013 12:26,1,1
ld60042903,43.6848333,-74.0876667,5000,NEIC,ml,1.28,"32km NW of Warrensburg, New York",25/05/2015 07:17,25/05/2015 03:17,0,0
ld60084971,40.1586667,-74.4285,5000,NEIC,ml,1.92,"8km W of Vista Center, New Jersey",13/12/2014 12:13,13/12/2014 07:13,0,0
ld60040103,43.9376667,-74.1666667,7370,NEIC,ml,1.46,"39km SE of Tupper Lake, New York",23/12/2014 11:40,23/12/2014 06:40,0,0
se610692,38.4946,-82.8255,5700,NEIC,md,2.1,"8km S of Greenup, Kentucky",28/12/2014 12:40,28/12/2014 07:40,0,0
ld60085406,40.8423333,-74.174,4210,NEIC,ml,1.51,"1km SSW of Clifton, New Jersey",28/12/2014 14:19,28/12/2014 09:19,0,0
ld60085511,43.565,-78.6808333,5000,NEIC,ml,1.73,"25km N of Olcott, New York",31/12/2014 20:38,31/12/2014 15:38,0,0
ld60085806,44.6816667,-73.6525,3560,NEIC,ml,1.87,"7km SE of Dannemora, New York",11/01/2015 15:54,11/01/2015 10:54,0,0
ld60086101,45.2058333,-74.1826667,5000,NEIC,ml,2.43,"8km SSW of Salaberry-de-Valleyfield, Canada",19/01/2015 16:35,19/01/2015 11:35,0,0
ld60086106,45.2003333,-74.1798333,8940,NEIC,ml,1.61,"6km SW of Salaberry-de-Valleyfield, Canada",19/01/2015 19:39,19/01/2015 14:39,0,0
ld60087331,44.3275,-74.5303333,5000,NEIC,ml,2.2,"12km NNW of Tupper Lake, New York",26/02/2015 01:11,25/02/2015 20:11,0,0
ld60087406,45.15,-73.826,12890,NEIC,ml,1.55,"11km S of Sainte-Martine, Canada",02/03/2015 00:54,01/03/2015 19:54,0,0
ld60088471,40.844,-74.1765,4660,NEIC,ml,1.23,"1km SSW of Clifton, New Jersey",27/03/2015 20:19,27/03/2015 16:19,0,0
ld60089306,44.0746667,-75.2966667,14420,NEIC,ml,1.81,"27km ENE of Carthage, New York",08/04/2015 14:27,08/04/2015 10:27,0,0
ld60089966,45.1465,-73.8716667,11420,NEIC,ml,2.07,"9km E of Ormstown, Canada",17/04/2015 00:53,16/04/2015 20:53,0,0
ld60091441,44.7425,-75.1593333,5000,NEIC,ml,1.78,"13km W of Norwood, New York",08/05/2015 01:47,07/05/2015 21:47,0,0
ld60042703,43.2868333,-78.31,5000,NEIC,ml,1.84,"9km NE of Medina, New York",18/05/2015 23:08,18/05/2015 19:08,0,0
ld60092906,45.0538333,-74.2146667,10780,NEIC,ml,2.28,"4km SW of Huntingdon, Canada",23/05/2015 20:21,23/05/2015 16:21,0,0
5005268,45.1704,-73.6472,16300,ANF,ML,1.9,"SOUTHERN QUEBEC, CANADA",08/09/2014 16:23,08/09/2014 12:23,0,1
5007448,38.1236,-80.4068,17400,ANF,ML,2.4,WEST VIRGINIA,01/10/2014 20:11,01/10/2014 16:11,0,1
5007491,41.4601,-77.3849,7700,ANF,ML,2.1,PENNSYLVANIA,07/10/2014 18:46,07/10/2014 14:46,0,1
5007504,37.4304,-81.9928,4300,ANF,ML,2.2,WEST VIRGINIA,09/10/2014 14:33,09/10/2014 10:33,0,1
5007507,38.0765,-81.9575,5300,ANF,ML,2.2,WEST VIRGINIA,09/10/2014 20:07,09/10/2014 16:07,0,1
5007526,41.4373,-77.3829,14900,ANF,ML,2.3,PENNSYLVANIA,13/10/2014 18:55,13/10/2014 14:55,0,1
usp0000vcp,41.075,-74.202,5000,NEIC,,2.9,"Greater New York area, New Jersey",30/06/1978 20:13,30/06/1978 16:13,0,0
usp000g1gx,41.337,-74.463,7000,NEIC,md,1.9,New York,15/03/2008 01:18,14/03/2008 21:18,0,0
4766937,37.6488,-81.2447,700,ANF,ML,2.3,WEST VIRGINIA,22/03/2014 22:33,22/03/2014 18:33,1,1
4223486,38.0372,-80.535,1500,ANF,ML,3,WEST VIRGINIA,18/01/2013 21:21,18/01/2013 16:21,0,1
4223560,38.0829,-80.5318,1200,ANF,ML,3,WEST VIRGINIA,23/01/2013 21:39,23/01/2013 16:39,0,1
4225494,38.2843,-81.6398,1500,ANF,ML,2.3,WEST VIRGINIA,15/03/2013 21:14,15/03/2013 17:14,0,1
4310968,44.815,-74.5174,1400,ANF,ML,2.3,NEW YORK,17/04/2013 15:50,17/04/2013 11:50,0,1
4369614,38.1,-81.9588,1300,ANF,ML,2.3,WEST VIRGINIA,31/05/2013 15:14,31/05/2013 11:14,0,1
4813106,40.3363,-74.8459,500,ANF,ML,1.9,NEW JERSEY,29/04/2014 17:00,29/04/2014 13:00,1,1
4766981,37.8299,-82.1722,600,ANF,ML,2.4,WEST VIRGINIA,26/03/2014 20:25,26/03/2014 16:25,1,1
4808381,37.9163,-81.8719,800,ANF,ML,2.4,WEST VIRGINIA,02/05/2014 17:26,02/05/2014 13:26,1,1
4223538,38.2683,-81.5848,11100,ANF,ML,2.9,WEST VIRGINIA,22/01/2013 21:58,22/01/2013 16:58,1,1
4223555,38.0507,-81.6735,4500,ANF,ML,2.6,WEST VIRGINIA,23/01/2013 21:04,23/01/2013 16:04,1,1
4213040,37.1834,-81.7458,700,ANF,ML,3,WEST VIRGINIA,27/07/2012 21:53,27/07/2012 17:53,0,1
4820748,40.4679,-77.9086,9400,ANF,ML,1.8,PENNSYLVANIA,22/07/2014 15:35,22/07/2014 11:35,0,1
4820582,38.0228,-81.4483,600,ANF,ML,2.3,WEST VIRGINIA,07/07/2014 21:25,07/07/2014 17:25,1,1
4374037,37.2325,-81.481,300,ANF,ML,2.5,WEST VIRGINIA,04/09/2013 21:48,04/09/2013 17:48,1,1
4820598,37.7063,-81.9856,1300,ANF,ML,2.4,WEST VIRGINIA,08/07/2014 21:13,08/07/2014 17:13,1,1
5005221,37.8698,-81.2672,1400,ANF,ML,2.5,WEST VIRGINIA,03/09/2014 19:59,03/09/2014 15:59,1,1
5005409,37.9725,-81.5057,1500,ANF,ML,2.6,WEST VIRGINIA,18/09/2014 19:16,18/09/2014 15:16,1,1
